Order_ID,Product_ID,Customer_ID,Warehouse_ID,Order_Date,Expected_Delivery,Actual_Delivery,Quantity,Unit_Price,Discount_Pct,Total_Amount,Status,On_Time,Region
SO00613,PRD0024,CUST0188,WH004,2025-05-22,2025-05-30,,34,1118.49,0.13,33084.93,Shipped,No,Lucknow
SO00614,PRD0054,CUST0075,WH006,2025-06-03,2025-06-05,,35,3658.33,0.12,112676.56,Processing,No,Chennai
SO00615,PRD0007,CUST0092,WH002,2025-10-28,2025-11-11,2025-11-17,28,3299.83,0.04,88699.43,Delivered,No,Kolkata
SO00616,PRD0011,CUST0069,WH002,2025-10-05,2025-10-11,2025-10-18,74,1875.71,0.01,137414.51,Delivered,No,Kanpur
SO00617,PRD0018,CUST0115,WH002,2025-04-22,2025-04-23,2025-04-27,30,74.36,0.04,2141.57,Delivered,No,Pune
SO00618,PRD0074,CUST0156,WH005,2025-04-12,2025-04-22,2025-04-22,57,4189.13,0.18,195799.94,Delivered,Yes,Hyderabad
SO00619,PRD0031,CUST0145,WH005,2026-02-13,2026-02-21,,98,3578.26,0.09,319109.23,Cancelled,No,Kolkata
SO00620,PRD0003,CUST0168,WH005,2025-10-06,2025-10-15,2025-10-22,40,4021.49,0.17,133513.47,Delivered,No,Kochi
SO00621,PRD0016,CUST0007,WH002,2025-06-03,2025-06-06,,65,3671.73,0.03,231502.58,Shipped,No,Ahmedabad
SO00622,PRD0006,CUST0102,WH001,2025-09-22,2025-10-02,,96,969.4,0.07,86548.03,Cancelled,No,Mumbai
SO00623,PRD0057,CUST0184,WH004,2025-08-24,2025-08-30,2025-08-31,89,4906.51,0.06,410478.63,Delivered,No,Pune
SO00624,PRD0019,CUST0114,WH008,2025-12-02,2025-12-11,2025-12-10,31,4716.38,0.1,131587.0,Delivered,Yes,Coimbatore
SO00625,PRD0083,CUST0054,WH004,2025-06-01,2025-06-02,2025-06-01,41,3433.07,0.13,122457.61,Delivered,Yes,Kanpur
SO00626,PRD0016,CUST0148,WH004,2025-09-08,2025-09-14,,52,3671.73,0.12,168018.36,Shipped,No,Surat
SO00627,PRD0011,CUST0192,WH006,2025-06-08,2025-06-21,2025-06-24,14,1875.71,0.04,25209.54,Delivered,No,Coimbatore
SO00628,PRD0036,CUST0182,WH007,2026-02-03,2026-02-12,2026-02-15,32,2595.06,0.03,80550.66,Delivered,No,Kanpur
SO00629,PRD0044,CUST0076,WH005,2025-08-16,2025-08-20,,47,3134.07,0.0,147301.29,Shipped,No,Nagpur
SO00630,PRD0037,CUST0177,WH005,2025-09-23,2025-10-06,2025-10-13,64,1693.2,0.05,102946.56,Delivered,No,Lucknow
SO00631,PRD0080,CUST0129,WH008,2025-12-18,2025-12-26,2025-12-26,41,202.98,0.03,8072.51,Delivered,Yes,Jaipur
SO00632,PRD0082,CUST0071,WH004,2025-06-04,2025-06-16,2025-06-16,36,3161.39,0.05,108119.54,Delivered,Yes,Surat
SO00633,PRD0087,CUST0083,WH007,2025-06-15,2025-06-27,2025-06-26,95,2218.99,0.04,202371.89,Delivered,Yes,Jaipur
SO00634,PRD0089,CUST0107,WH002,2025-12-15,2025-12-21,,62,4237.75,0.16,220702.02,Cancelled,No,Jaipur
SO00635,PRD0065,CUST0124,WH001,2025-05-08,2025-05-15,2025-05-19,22,4696.01,0.11,91947.88,Delivered,No,Kanpur
SO00636,PRD0066,CUST0036,WH005,2025-12-13,2025-12-21,2025-12-22,48,1485.58,0.0,71307.84,Delivered,No,Nagpur
SO00637,PRD0029,CUST0143,WH007,2025-05-29,2025-06-05,,34,958.78,0.17,27056.77,Cancelled,No,Kolkata
SO00638,PRD0039,CUST0166,WH008,2025-09-25,2025-10-01,2025-10-07,6,3144.28,0.2,15092.54,Delivered,No,Kanpur
SO00639,PRD0085,CUST0113,WH001,2025-05-24,2025-05-29,,22,4254.94,0.12,82375.64,Processing,No,Ahmedabad
SO00640,PRD0031,CUST0191,WH001,2026-03-03,2026-03-08,2026-03-13,87,3578.26,0.11,277064.67,Delivered,No,Bangalore
SO00641,PRD0069,CUST0002,WH001,2025-11-08,2025-11-17,,24,1433.34,0.07,31992.15,Shipped,No,Nagpur
SO00642,PRD0007,CUST0133,WH007,2026-02-09,2026-02-15,,57,3299.83,0.15,159876.76,Processing,No,Kolkata
SO00643,PRD0008,CUST0142,WH006,2025-03-30,2025-04-09,2025-04-14,3,3084.59,0.15,7865.7,Delivered,No,Kochi
SO00644,PRD0064,CUST0126,WH008,2025-07-06,2025-07-19,2025-07-22,65,1528.35,0.19,80467.63,Delivered,No,Nagpur
SO00645,PRD0044,CUST0093,WH006,2025-04-11,2025-04-23,2025-04-27,3,3134.07,0.1,8461.99,Delivered,No,Kanpur
SO00646,PRD0043,CUST0029,WH008,2025-10-12,2025-10-18,2025-10-24,18,4966.02,0.17,74192.34,Delivered,No,Kanpur
SO00647,PRD0038,CUST0137,WH001,2025-12-09,2025-12-12,,19,1808.04,0.15,29199.85,Shipped,No,Kochi
SO00648,PRD0054,CUST0057,WH008,2025-11-29,2025-12-11,,11,3658.33,0.19,32595.72,Cancelled,No,Coimbatore
SO00649,PRD0026,CUST0197,WH003,2025-10-13,2025-10-21,2025-10-19,9,2796.29,0.02,24663.28,Delivered,Yes,Pune
SO00650,PRD0029,CUST0171,WH006,2025-04-21,2025-04-25,2025-04-30,96,958.78,0.0,92042.88,Delivered,No,Lucknow
SO00651,PRD0098,CUST0147,WH002,2025-05-05,2025-05-18,2025-05-20,99,1182.85,0.02,114760.11,Delivered,No,Lucknow
SO00652,PRD0089,CUST0147,WH002,2025-07-09,2025-07-23,2025-07-28,62,4237.75,0.18,215447.21,Delivered,No,Lucknow
SO00653,PRD0043,CUST0053,WH003,2025-12-03,2025-12-16,,90,4966.02,0.11,397778.2,Shipped,No,Nagpur
SO00654,PRD0056,CUST0179,WH003,2025-11-19,2025-12-01,,54,1966.0,0.04,101917.44,Cancelled,No,Lucknow
SO00655,PRD0096,CUST0178,WH002,2025-10-20,2025-10-28,2025-10-29,57,4666.13,0.2,212775.53,Delivered,No,Lucknow
SO00656,PRD0019,CUST0098,WH007,2025-03-25,2025-04-04,,61,4716.38,0.0,287699.18,Processing,No,Hyderabad
SO00657,PRD0041,CUST0035,WH001,2026-01-20,2026-01-21,,43,4208.92,0.05,171934.38,Cancelled,No,Bangalore
SO00658,PRD0083,CUST0066,WH007,2025-09-25,2025-09-28,,75,3433.07,0.11,229157.42,Processing,No,Kanpur
SO00659,PRD0026,CUST0032,WH001,2025-06-02,2025-06-04,2025-06-04,84,2796.29,0.16,197306.22,Delivered,Yes,Coimbatore
SO00660,PRD0010,CUST0128,WH001,2025-05-11,2025-05-15,,79,2761.16,0.08,200681.11,Cancelled,No,Bangalore
SO00661,PRD0092,CUST0157,WH001,2025-04-20,2025-05-04,2025-05-09,89,2345.24,0.15,177417.41,Delivered,No,Kanpur
SO00662,PRD0073,CUST0199,WH005,2025-04-11,2025-04-25,2025-04-30,98,4643.43,0.08,418651.65,Delivered,No,Hyderabad
SO00663,PRD0090,CUST0072,WH002,2025-04-01,2025-04-14,2025-04-17,15,3139.3,0.03,45676.82,Delivered,No,Chennai
SO00664,PRD0065,CUST0098,WH006,2026-01-28,2026-02-03,,20,4696.01,0.19,76075.36,Shipped,No,Hyderabad
SO00665,PRD0092,CUST0087,WH004,2026-03-01,2026-03-04,2026-03-10,85,2345.24,0.04,191371.58,Delivered,No,Jaipur
SO00666,PRD0056,CUST0137,WH005,2025-11-03,2025-11-08,,33,1966.0,0.14,55795.08,Shipped,No,Kochi
SO00667,PRD0035,CUST0105,WH006,2025-11-01,2025-11-14,2025-11-21,73,2218.25,0.14,139261.73,Delivered,No,Kanpur
SO00668,PRD0083,CUST0150,WH003,2025-04-22,2025-04-29,2025-04-30,67,3433.07,0.01,227715.53,Delivered,No,Kolkata
SO00669,PRD0054,CUST0140,WH001,2025-05-04,2025-05-06,,87,3658.33,0.18,260985.26,Processing,No,Jaipur
SO00670,PRD0076,CUST0065,WH003,2026-01-29,2026-02-05,2026-02-09,73,2008.76,0.12,129042.74,Delivered,No,Ahmedabad
SO00671,PRD0025,CUST0196,WH005,2025-09-17,2025-09-28,2025-10-05,77,2111.07,0.05,154424.77,Delivered,No,Kochi
SO00672,PRD0043,CUST0162,WH004,2025-05-18,2025-05-20,2025-05-24,85,4966.02,0.17,350352.71,Delivered,No,Bangalore
SO00673,PRD0039,CUST0158,WH003,2025-06-05,2025-06-09,,93,3144.28,0.03,283645.5,Processing,No,Bangalore
SO00674,PRD0057,CUST0009,WH002,2026-01-24,2026-01-27,2026-01-31,19,4906.51,0.19,75511.19,Delivered,No,Lucknow
SO00675,PRD0042,CUST0055,WH001,2025-05-06,2025-05-15,,49,3184.88,0.0,156059.12,Cancelled,No,Kochi
SO00676,PRD0081,CUST0058,WH001,2025-10-08,2025-10-20,2025-10-25,65,2414.08,0.07,145931.14,Delivered,No,Kanpur
SO00677,PRD0036,CUST0019,WH005,2025-07-27,2025-08-04,2025-08-02,32,2595.06,0.08,76398.57,Delivered,Yes,Pune
SO00678,PRD0066,CUST0026,WH001,2025-11-28,2025-12-02,,2,1485.58,0.07,2763.18,Cancelled,No,Pune
SO00679,PRD0067,CUST0196,WH005,2025-12-05,2025-12-15,2025-12-19,23,2944.43,0.06,63658.58,Delivered,No,Kochi
SO00680,PRD0098,CUST0151,WH004,2026-01-03,2026-01-04,,75,1182.85,0.08,81616.65,Cancelled,No,Kochi
SO00681,PRD0048,CUST0102,WH001,2025-08-27,2025-09-01,2025-09-01,28,2799.75,0.06,73689.42,Delivered,Yes,Mumbai
SO00682,PRD0071,CUST0057,WH007,2026-03-05,2026-03-14,,70,687.21,0.12,42332.14,Processing,No,Coimbatore
SO00683,PRD0003,CUST0162,WH008,2025-09-19,2025-09-30,2025-10-06,66,4021.49,0.15,225605.59,Delivered,No,Bangalore
SO00684,PRD0082,CUST0180,WH002,2025-11-05,2025-11-14,,98,3161.39,0.01,306718.06,Shipped,No,Bangalore
SO00685,PRD0088,CUST0104,WH008,2025-12-26,2025-12-28,2025-12-26,59,3141.65,0.02,181650.2,Delivered,Yes,Mumbai
SO00686,PRD0033,CUST0186,WH001,2025-11-19,2025-11-29,,23,2415.44,0.18,45555.2,Cancelled,No,Nagpur
SO00687,PRD0088,CUST0180,WH007,2026-03-07,2026-03-11,,52,3141.65,0.01,161732.14,Cancelled,No,Bangalore
SO00688,PRD0052,CUST0105,WH005,2025-06-23,2025-07-06,,66,4858.41,0.01,317448.51,Shipped,No,Kanpur
SO00689,PRD0079,CUST0069,WH003,2025-08-30,2025-09-10,2025-09-16,85,3243.13,0.1,248099.44,Delivered,No,Kanpur
SO00690,PRD0006,CUST0057,WH008,2025-06-07,2025-06-12,2025-06-13,63,969.4,0.03,59240.03,Delivered,No,Coimbatore
SO00691,PRD0019,CUST0158,WH006,2025-08-27,2025-08-29,2025-08-29,56,4716.38,0.17,219217.34,Delivered,Yes,Bangalore
SO00692,PRD0078,CUST0183,WH001,2025-12-05,2025-12-17,,64,3339.44,0.2,170979.33,Cancelled,No,Coimbatore
SO00693,PRD0096,CUST0113,WH005,2025-09-02,2025-09-16,,28,4666.13,0.17,108440.86,Shipped,No,Ahmedabad
SO00694,PRD0023,CUST0143,WH008,2025-07-09,2025-07-22,2025-07-21,92,1623.61,0.12,131447.47,Delivered,Yes,Kolkata
SO00695,PRD0032,CUST0194,WH005,2025-05-07,2025-05-18,,8,762.23,0.16,5122.19,Processing,No,Kochi
SO00696,PRD0028,CUST0062,WH005,2025-12-02,2025-12-06,,39,3188.13,0.14,106929.88,Processing,No,Nagpur
SO00697,PRD0039,CUST0150,WH006,2025-11-25,2025-11-26,,61,3144.28,0.11,170702.96,Processing,No,Kolkata
SO00698,PRD0002,CUST0039,WH004,2025-10-29,2025-11-06,2025-11-10,66,4323.12,0.14,245380.29,Delivered,No,Kanpur
SO00699,PRD0088,CUST0063,WH004,2025-07-13,2025-07-18,2025-07-17,72,3141.65,0.02,221674.82,Delivered,Yes,Kolkata
SO00700,PRD0024,CUST0061,WH008,2025-11-02,2025-11-15,2025-11-14,68,1118.49,0.17,63127.58,Delivered,Yes,Chennai
SO00701,PRD0037,CUST0134,WH001,2026-01-30,2026-02-07,2026-02-12,22,1693.2,0.12,32780.35,Delivered,No,Kanpur
SO00702,PRD0041,CUST0008,WH005,2025-04-05,2025-04-17,,30,4208.92,0.02,123742.25,Cancelled,No,Bangalore
SO00703,PRD0083,CUST0185,WH002,2025-03-25,2025-03-28,,46,3433.07,0.12,138970.67,Shipped,No,Hyderabad
SO00704,PRD0007,CUST0111,WH007,2025-09-01,2025-09-09,2025-09-13,1,3299.83,0.04,3167.84,Delivered,No,Pune
SO00705,PRD0007,CUST0039,WH003,2025-07-27,2025-07-30,,28,3299.83,0.02,90547.34,Cancelled,No,Kanpur
SO00706,PRD0082,CUST0036,WH003,2025-12-21,2025-12-23,,68,3161.39,0.02,210675.03,Shipped,No,Nagpur
SO00707,PRD0081,CUST0056,WH001,2025-04-16,2025-04-29,2025-05-01,23,2414.08,0.14,47750.5,Delivered,No,Surat
SO00708,PRD0038,CUST0130,WH001,2025-08-03,2025-08-17,2025-08-22,41,1808.04,0.11,65975.38,Delivered,No,Chennai
SO00709,PRD0085,CUST0015,WH001,2025-05-07,2025-05-16,2025-05-15,69,4254.94,0.06,275975.41,Delivered,Yes,Kolkata
SO00710,PRD0084,CUST0143,WH008,2025-07-09,2025-07-22,2025-07-20,54,1046.01,0.04,54225.16,Delivered,Yes,Kolkata
SO00711,PRD0013,CUST0010,WH005,2025-04-19,2025-05-03,2025-05-02,49,4659.9,0.07,212351.64,Delivered,Yes,Lucknow
SO00712,PRD0018,CUST0091,WH003,2025-06-14,2025-06-28,,22,74.36,0.18,1341.45,Shipped,No,Kanpur
SO00713,PRD0061,CUST0052,WH002,2025-04-01,2025-04-03,,73,145.59,0.02,10415.51,Processing,No,Lucknow
SO00714,PRD0030,CUST0055,WH006,2025-06-04,2025-06-14,2025-06-15,13,4593.93,0.19,48374.08,Delivered,No,Kochi
SO00715,PRD0061,CUST0101,WH008,2025-05-22,2025-05-23,2025-05-28,78,145.59,0.13,9879.74,Delivered,No,Chennai
SO00716,PRD0044,CUST0163,WH004,2025-04-12,2025-04-15,2025-04-14,29,3134.07,0.08,83616.99,Delivered,Yes,Kolkata
SO00717,PRD0068,CUST0035,WH007,2025-05-21,2025-06-01,2025-06-01,25,769.95,0.11,17131.39,Delivered,Yes,Bangalore
SO00718,PRD0021,CUST0081,WH002,2025-08-18,2025-08-19,2025-08-20,85,238.64,0.09,18458.8,Delivered,No,Coimbatore
SO00719,PRD0075,CUST0088,WH002,2025-12-29,2025-12-30,2025-12-28,73,1534.55,0.13,97459.27,Delivered,Yes,Delhi
SO00720,PRD0064,CUST0180,WH008,2025-06-28,2025-07-07,2025-07-14,40,1528.35,0.0,61134.0,Delivered,No,Bangalore
SO00721,PRD0036,CUST0032,WH007,2025-09-13,2025-09-27,2025-10-01,79,2595.06,0.08,188608.96,Delivered,No,Coimbatore
SO00722,PRD0095,CUST0117,WH001,2025-04-30,2025-05-14,,31,453.32,0.16,11804.45,Cancelled,No,Lucknow
SO00723,PRD0041,CUST0109,WH004,2025-09-11,2025-09-12,,64,4208.92,0.03,261289.75,Shipped,No,Surat
SO00724,PRD0010,CUST0105,WH001,2025-10-15,2025-10-23,2025-10-21,81,2761.16,0.15,190105.87,Delivered,Yes,Kanpur
SO00725,PRD0097,CUST0130,WH002,2026-01-15,2026-01-21,2026-01-28,71,1109.0,0.0,78739.0,Delivered,No,Chennai
SO00726,PRD0010,CUST0014,WH006,2025-04-02,2025-04-14,2025-04-17,30,2761.16,0.05,78693.06,Delivered,No,Mumbai
SO00727,PRD0093,CUST0039,WH005,2026-02-28,2026-03-04,2026-03-02,15,1895.09,0.19,23025.34,Delivered,Yes,Kanpur
SO00728,PRD0086,CUST0145,WH006,2025-12-07,2025-12-19,2025-12-23,17,1805.94,0.07,28551.91,Delivered,No,Kolkata
SO00729,PRD0004,CUST0030,WH002,2025-03-29,2025-03-31,2025-04-02,74,1617.34,0.05,113699.0,Delivered,No,Surat
SO00730,PRD0026,CUST0126,WH004,2025-07-12,2025-07-14,,32,2796.29,0.01,88586.47,Shipped,No,Nagpur
SO00731,PRD0093,CUST0088,WH006,2025-03-18,2025-03-24,,10,1895.09,0.16,15918.76,Cancelled,No,Delhi
SO00732,PRD0040,CUST0035,WH005,2025-03-22,2025-03-28,2025-03-29,29,3489.93,0.13,88050.93,Delivered,No,Bangalore
SO00733,PRD0067,CUST0076,WH005,2025-07-07,2025-07-08,,51,2944.43,0.09,136651.0,Processing,No,Nagpur
SO00734,PRD0034,CUST0028,WH003,2025-12-04,2025-12-05,,20,4238.6,0.06,79685.68,Processing,No,Surat
SO00735,PRD0077,CUST0147,WH007,2025-09-28,2025-09-29,,40,645.7,0.02,25311.44,Shipped,No,Lucknow
SO00736,PRD0083,CUST0130,WH004,2025-04-04,2025-04-18,2025-04-21,73,3433.07,0.13,218034.28,Delivered,No,Chennai
SO00737,PRD0036,CUST0050,WH001,2025-07-15,2025-07-22,,44,2595.06,0.05,108473.51,Shipped,No,Nagpur
SO00738,PRD0065,CUST0014,WH002,2025-06-26,2025-07-06,2025-07-07,50,4696.01,0.05,223060.47,Delivered,No,Mumbai
SO00739,PRD0041,CUST0163,WH002,2025-04-27,2025-05-06,2025-05-11,36,4208.92,0.04,145460.28,Delivered,No,Kolkata
SO00740,PRD0031,CUST0027,WH004,2026-03-07,2026-03-17,2026-03-24,41,3578.26,0.17,121768.19,Delivered,No,Lucknow
SO00741,PRD0059,CUST0024,WH003,2025-04-08,2025-04-09,,2,2580.04,0.01,5108.48,Cancelled,No,Coimbatore
SO00742,PRD0043,CUST0001,WH005,2025-03-18,2025-03-27,2025-03-26,51,4966.02,0.03,245669.01,Delivered,Yes,Jaipur
SO00743,PRD0083,CUST0083,WH005,2025-09-17,2025-09-24,,47,3433.07,0.01,159740.75,Shipped,No,Jaipur
SO00744,PRD0053,CUST0075,WH007,2025-04-19,2025-05-01,2025-05-05,67,2816.55,0.05,179273.41,Delivered,No,Chennai
SO00745,PRD0063,CUST0187,WH007,2025-04-13,2025-04-15,2025-04-19,47,4575.75,0.0,215060.25,Delivered,No,Ahmedabad
SO00746,PRD0099,CUST0003,WH007,2025-04-01,2025-04-15,2025-04-16,74,3950.54,0.05,277722.96,Delivered,No,Surat
SO00747,PRD0018,CUST0099,WH002,2025-10-29,2025-11-09,2025-11-12,66,74.36,0.14,4220.67,Delivered,No,Kanpur
SO00748,PRD0025,CUST0102,WH005,2026-01-12,2026-01-24,,38,2111.07,0.08,73803.01,Cancelled,No,Mumbai
SO00749,PRD0076,CUST0033,WH001,2025-08-20,2025-09-01,2025-09-01,8,2008.76,0.02,15748.68,Delivered,Yes,Kolkata
SO00750,PRD0022,CUST0136,WH006,2025-10-15,2025-10-17,,77,1820.46,0.0,140175.42,Cancelled,No,Kanpur
SO00751,PRD0087,CUST0179,WH001,2025-10-08,2025-10-12,2025-10-10,13,2218.99,0.08,26539.12,Delivered,Yes,Lucknow
SO00752,PRD0030,CUST0152,WH006,2025-03-19,2025-03-25,2025-04-01,67,4593.93,0.11,273936.05,Delivered,No,Nagpur
SO00753,PRD0057,CUST0039,WH004,2025-12-23,2026-01-02,2026-01-06,96,4906.51,0.0,471024.96,Delivered,No,Kanpur
SO00754,PRD0044,CUST0179,WH001,2025-11-01,2025-11-11,2025-11-16,99,3134.07,0.07,288553.82,Delivered,No,Lucknow
SO00755,PRD0015,CUST0137,WH003,2025-04-08,2025-04-16,2025-04-15,96,681.38,0.12,57562.98,Delivered,Yes,Kochi
SO00756,PRD0018,CUST0183,WH005,2025-10-30,2025-11-02,,60,74.36,0.09,4060.06,Shipped,No,Coimbatore
SO00757,PRD0019,CUST0030,WH007,2025-11-17,2025-11-23,2025-11-25,52,4716.38,0.02,240346.72,Delivered,No,Surat
SO00758,PRD0082,CUST0119,WH006,2026-01-14,2026-01-21,,21,3161.39,0.13,57758.6,Cancelled,No,Nagpur
SO00759,PRD0042,CUST0013,WH007,2025-09-22,2025-10-03,,66,3184.88,0.13,182875.81,Cancelled,No,Kanpur
SO00760,PRD0062,CUST0146,WH003,2025-11-29,2025-12-04,2025-12-11,87,1284.22,0.09,101671.7,Delivered,No,Nagpur
SO00761,PRD0077,CUST0015,WH008,2025-05-12,2025-05-19,,96,645.7,0.17,51449.38,Processing,No,Kolkata
SO00762,PRD0098,CUST0167,WH005,2026-01-29,2026-02-07,,64,1182.85,0.16,63590.02,Cancelled,No,Coimbatore
SO00763,PRD0034,CUST0095,WH003,2025-05-02,2025-05-05,2025-05-05,1,4238.6,0.05,4026.67,Delivered,Yes,Ahmedabad
SO00764,PRD0047,CUST0043,WH004,2026-01-02,2026-01-11,,11,1297.86,0.18,11706.7,Shipped,No,Lucknow
SO00765,PRD0075,CUST0008,WH007,2025-04-24,2025-05-08,2025-05-12,87,1534.55,0.07,124160.44,Delivered,No,Bangalore
SO00766,PRD0085,CUST0013,WH007,2025-11-13,2025-11-18,,49,4254.94,0.15,177218.25,Shipped,No,Kanpur
SO00767,PRD0015,CUST0194,WH004,2026-01-09,2026-01-11,2026-01-13,19,681.38,0.14,11133.75,Delivered,No,Kochi
SO00768,PRD0075,CUST0153,WH002,2025-05-07,2025-05-19,,61,1534.55,0.02,91735.4,Cancelled,No,Delhi
SO00769,PRD0062,CUST0016,WH007,2025-08-10,2025-08-20,,38,1284.22,0.07,45384.33,Shipped,No,Coimbatore
SO00770,PRD0096,CUST0121,WH003,2025-07-08,2025-07-10,2025-07-13,75,4666.13,0.07,325462.57,Delivered,No,Delhi
SO00771,PRD0002,CUST0077,WH005,2025-08-01,2025-08-02,,7,4323.12,0.01,29959.22,Processing,No,Kochi
SO00772,PRD0005,CUST0050,WH002,2025-09-14,2025-09-25,,3,1210.42,0.2,2905.01,Processing,No,Nagpur
SO00773,PRD0004,CUST0108,WH008,2025-07-27,2025-08-08,,45,1617.34,0.06,68413.48,Processing,No,Mumbai
SO00774,PRD0058,CUST0028,WH003,2025-05-22,2025-05-26,2025-05-30,33,706.89,0.03,22627.55,Delivered,No,Surat
SO00775,PRD0029,CUST0067,WH005,2025-05-30,2025-06-07,,18,958.78,0.12,15187.08,Cancelled,No,Nagpur
SO00776,PRD0073,CUST0190,WH007,2025-06-28,2025-07-02,,81,4643.43,0.02,368595.47,Shipped,No,Chennai
SO00777,PRD0081,CUST0139,WH001,2025-08-09,2025-08-22,,4,2414.08,0.11,8594.12,Processing,No,Delhi
SO00778,PRD0069,CUST0081,WH007,2025-05-26,2025-05-29,2025-06-01,8,1433.34,0.13,9976.05,Delivered,No,Coimbatore
SO00779,PRD0016,CUST0105,WH003,2025-09-28,2025-09-30,2025-10-04,86,3671.73,0.06,296822.65,Delivered,No,Kanpur
SO00780,PRD0052,CUST0108,WH007,2025-09-04,2025-09-05,2025-09-06,54,4858.41,0.0,262354.14,Delivered,No,Mumbai
SO00781,PRD0036,CUST0098,WH005,2026-01-17,2026-01-22,2026-01-27,8,2595.06,0.16,17438.8,Delivered,No,Hyderabad
SO00782,PRD0028,CUST0172,WH002,2026-02-15,2026-02-16,2026-02-16,47,3188.13,0.03,145346.85,Delivered,Yes,Bangalore
SO00783,PRD0075,CUST0114,WH004,2025-08-10,2025-08-16,2025-08-15,25,1534.55,0.05,36445.56,Delivered,Yes,Coimbatore
SO00784,PRD0035,CUST0002,WH006,2025-09-04,2025-09-06,,54,2218.25,0.04,114994.08,Shipped,No,Nagpur
SO00785,PRD0065,CUST0028,WH001,2025-09-05,2025-09-08,,4,4696.01,0.18,15402.91,Processing,No,Surat
SO00786,PRD0091,CUST0141,WH001,2025-05-23,2025-05-29,2025-05-28,63,4316.09,0.07,252879.71,Delivered,Yes,Ahmedabad
SO00787,PRD0055,CUST0066,WH007,2026-02-21,2026-03-04,2026-03-03,50,1088.78,0.05,51717.05,Delivered,Yes,Kanpur
SO00788,PRD0004,CUST0179,WH003,2025-11-08,2025-11-16,,5,1617.34,0.07,7520.63,Processing,No,Lucknow
SO00789,PRD0040,CUST0187,WH006,2026-01-01,2026-01-10,2026-01-16,22,3489.93,0.11,68332.83,Delivered,No,Ahmedabad
SO00790,PRD0013,CUST0128,WH001,2025-09-23,2025-10-01,2025-10-08,27,4659.9,0.04,120784.61,Delivered,No,Bangalore
SO00791,PRD0066,CUST0144,WH005,2026-01-14,2026-01-28,,96,1485.58,0.08,131206.43,Processing,No,Bangalore
SO00792,PRD0024,CUST0019,WH004,2025-09-29,2025-10-10,2025-10-08,98,1118.49,0.18,89881.86,Delivered,Yes,Pune
SO00793,PRD0035,CUST0067,WH008,2025-12-28,2026-01-10,,21,2218.25,0.16,39129.93,Processing,No,Nagpur
SO00794,PRD0051,CUST0025,WH007,2025-08-08,2025-08-15,,85,2110.12,0.2,143488.16,Cancelled,No,Bangalore
SO00795,PRD0029,CUST0185,WH004,2025-10-27,2025-11-03,2025-11-03,8,958.78,0.16,6443.0,Delivered,Yes,Hyderabad
SO00796,PRD0025,CUST0063,WH007,2025-12-25,2026-01-01,2026-01-05,36,2111.07,0.14,65358.73,Delivered,No,Kolkata
SO00797,PRD0096,CUST0135,WH007,2025-11-08,2025-11-22,,49,4666.13,0.05,217208.35,Shipped,No,Mumbai
SO00798,PRD0002,CUST0038,WH008,2025-09-24,2025-10-03,2025-10-07,22,4323.12,0.07,88451.04,Delivered,No,Jaipur
SO00799,PRD0037,CUST0156,WH003,2025-10-04,2025-10-05,,34,1693.2,0.18,47206.42,Processing,No,Hyderabad
SO00800,PRD0074,CUST0118,WH002,2025-11-21,2025-11-22,,88,4189.13,0.02,361270.57,Cancelled,No,Kanpur
SO00801,PRD0022,CUST0051,WH008,2025-05-28,2025-06-11,2025-06-12,74,1820.46,0.12,118548.36,Delivered,No,Surat
SO00802,PRD0077,CUST0152,WH008,2025-12-23,2025-12-26,2025-12-31,2,645.7,0.18,1058.95,Delivered,No,Nagpur
SO00803,PRD0012,CUST0134,WH003,2025-05-02,2025-05-12,2025-05-18,56,4408.94,0.02,241962.63,Delivered,No,Kanpur
SO00804,PRD0079,CUST0182,WH005,2025-09-26,2025-09-29,,45,3243.13,0.13,126968.54,Processing,No,Kanpur
SO00805,PRD0037,CUST0195,WH002,2025-07-13,2025-07-26,2025-07-28,31,1693.2,0.11,46715.39,Delivered,No,Nagpur
SO00806,PRD0078,CUST0036,WH006,2025-10-06,2025-10-20,2025-10-23,88,3339.44,0.07,273299.77,Delivered,No,Nagpur
SO00807,PRD0069,CUST0081,WH007,2025-06-15,2025-06-16,2025-06-16,87,1433.34,0.17,103501.48,Delivered,Yes,Coimbatore
SO00808,PRD0078,CUST0137,WH002,2025-10-27,2025-11-05,,44,3339.44,0.17,121956.35,Shipped,No,Kochi
SO00809,PRD0058,CUST0128,WH002,2025-11-02,2025-11-04,,98,706.89,0.19,56112.93,Processing,No,Bangalore
SO00810,PRD0030,CUST0084,WH006,2025-10-11,2025-10-25,,68,4593.93,0.01,309263.37,Processing,No,Ahmedabad
SO00811,PRD0018,CUST0047,WH003,2025-08-09,2025-08-15,2025-08-21,27,74.36,0.16,1686.48,Delivered,No,Kochi
SO00812,PRD0078,CUST0138,WH007,2025-11-29,2025-12-12,2025-12-15,25,3339.44,0.0,83486.0,Delivered,No,Kochi
SO00813,PRD0097,CUST0034,WH005,2025-11-14,2025-11-21,,29,1109.0,0.18,26372.02,Shipped,No,Coimbatore
SO00814,PRD0076,CUST0091,WH008,2025-08-13,2025-08-25,,70,2008.76,0.04,134988.67,Cancelled,No,Kanpur
